"id","order_code","priority","sequence_number","status","created_at","sku","quantity","source_order_id","source_status","source_row"
"ORD-Q5KGD","ORD-Q5KGD","high","85657","queued","2024-04-05T04:23:06.342506","PRD-UOWJ-R432710","3","ORD-Q5KGD","Pending","432711"
"ORD-E8BWV","ORD-E8BWV","normal","85704","queued","2024-04-05T05:06:02.219006","PRD-IE26-R782216","4","ORD-E8BWV","Pending","782217"
"ORD-3LSUW","ORD-3LSUW","high","85707","queued","2024-04-05T05:09:52.948360","PRD-W1ZG-R242382","3","ORD-3LSUW","Pending","242383"
"ORD-UFNXY","ORD-UFNXY","high","85712","queued","2024-04-05T05:12:23.991086","PRD-YPEL-R869712","1","ORD-UFNXY","Pending","869713"
"ORD-0BJM1","ORD-0BJM1","high","85719","queued","2024-04-05T05:21:57.464196","PRD-IL7R-R732119","2","ORD-0BJM1","Pending","732120"
"ORD-QF467","ORD-QF467","urgent","85728","queued","2024-04-05T05:35:55.108565","PRD-B6Z3-R327790","3","ORD-QF467","Pending","327791"
"ORD-JXQOY","ORD-JXQOY","urgent","85732","queued","2024-04-05T05:42:10.259620","PRD-N8WE-R990448","2","ORD-JXQOY","Pending","990449"
"ORD-BL7BW","ORD-BL7BW","high","85736","queued","2024-04-05T05:46:27.339293","PRD-XQ15-R451563","3","ORD-BL7BW","Pending","451564"
"ORD-A4PQH","ORD-A4PQH","normal","85738","queued","2024-04-05T05:47:31.493218","PRD-VE4T-R204801","1","ORD-A4PQH","Pending","204802"
"ORD-C0Z5G","ORD-C0Z5G","urgent","85753","queued","2024-04-05T05:58:13.732854","PRD-U8PH-R321314","4","ORD-C0Z5G","Pending","321315"
"ORD-953LA","ORD-953LA","normal","85755","queued","2024-04-05T05:59:28.452780","PRD-TJU5-R446123","3","ORD-953LA","Pending","446124"
"ORD-JG6T5","ORD-JG6T5","high","85764","queued","2024-04-05T06:13:19.011368","PRD-L8M0-R456991","3","ORD-JG6T5","Pending","456992"
"ORD-SBYJJ","ORD-SBYJJ","high","85769","queued","2024-04-05T06:19:49.036478","PRD-S1R9-R278554","3","ORD-SBYJJ","Pending","278555"
"ORD-JP3HM","ORD-JP3HM","high","85772","queued","2024-04-05T06:24:15.074849","PRD-1YN5-R571969","5","ORD-JP3HM","Pending","571970"
"ORD-603BA","ORD-603BA","normal","85775","queued","2024-04-05T06:32:47.427211","PRD-IQRA-R421113","4","ORD-603BA","Pending","421114"
"ORD-2IJ1P","ORD-2IJ1P","high","85780","queued","2024-04-05T06:35:49.701941","PRD-05DG-R495165","5","ORD-2IJ1P","Pending","495166"
"ORD-84WX8","ORD-84WX8","normal","85781","queued","2024-04-05T06:36:01.900218","PRD-ER6R-R225813","3","ORD-84WX8","Pending","225814"
"ORD-8DF83","ORD-8DF83","high","85783","queued","2024-04-05T06:39:34.916088","PRD-75QO-R455506","2","ORD-8DF83","Pending","455507"
"ORD-D66ZK","ORD-D66ZK","normal","85788","queued","2024-04-05T06:44:48.456813","PRD-PHKA-R976474","3","ORD-D66ZK","Pending","976475"
"ORD-3OIMK","ORD-3OIMK","normal","85792","queued","2024-04-05T06:48:21.323414","PRD-6S7X-R177934","5","ORD-3OIMK","Pending","177935"
"ORD-HGS4Z","ORD-HGS4Z","high","85793","queued","2024-04-05T06:49:19.398733","PRD-BHA8-R923857","1","ORD-HGS4Z","Pending","923858"
"ORD-D4800","ORD-D4800","normal","85794","queued","2024-04-05T06:50:01.991856","PRD-442Z-R957252","1","ORD-D4800","Pending","957253"
"ORD-Z444M","ORD-Z444M","urgent","85796","queued","2024-04-05T06:51:21.656049","PRD-2VDX-R307801","2","ORD-Z444M","Pending","307802"
"ORD-MTA1K","ORD-MTA1K","high","85803","queued","2024-04-05T06:59:09.893771","PRD-N6LQ-R832678","5","ORD-MTA1K","Pending","832679"
"ORD-STP65","ORD-STP65","high","85818","queued","2024-04-05T07:11:11.411487","PRD-YO0J-R827291","4","ORD-STP65","Pending","827292"
"ORD-SMNG4","ORD-SMNG4","high","85824","queued","2024-04-05T07:16:15.730160","PRD-NBC8-R98902","3","ORD-SMNG4","Pending","98903"
"ORD-MEA0B","ORD-MEA0B","normal","85826","queued","2024-04-05T07:16:55.381538","PRD-NLPJ-R944040","3","ORD-MEA0B","Pending","944041"
"ORD-EHZV5","ORD-EHZV5","normal","85837","queued","2024-04-05T07:28:42.049930","PRD-NHCK-R27118","1","ORD-EHZV5","Pending","27119"
"ORD-G1LCY","ORD-G1LCY","high","85841","queued","2024-04-05T07:30:22.282834","PRD-QG0D-R92588","2","ORD-G1LCY","Pending","92589"
"ORD-DAJXE","ORD-DAJXE","normal","85864","queued","2024-04-05T07:52:10.319506","PRD-305Q-R563000","5","ORD-DAJXE","Pending","563001"
"ORD-6LPB1","ORD-6LPB1","normal","85866","queued","2024-04-05T07:55:21.485350","PRD-PD08-R248384","4","ORD-6LPB1","Pending","248385"
"ORD-EM2IU","ORD-EM2IU","high","85870","queued","2024-04-05T08:00:26.049722","PRD-P85M-R669915","2","ORD-EM2IU","Pending","669916"
"ORD-Q3ZNV","ORD-Q3ZNV","urgent","85877","queued","2024-04-05T08:08:28.919276","PRD-XCEE-R356859","1","ORD-Q3ZNV","Pending","356860"
"ORD-20XYS","ORD-20XYS","normal","85885","queued","2024-04-05T08:14:45.678011","PRD-I3I9-R981458","4","ORD-20XYS","Pending","981459"
"ORD-39DZ8","ORD-39DZ8","high","85897","queued","2024-04-05T08:23:48.022460","PRD-G9J6-R821370","2","ORD-39DZ8","Pending","821371"
"ORD-U4Y2B","ORD-U4Y2B","normal","85930","queued","2024-04-05T09:01:38.978835","PRD-FA8H-R267673","4","ORD-U4Y2B","Pending","267674"
"ORD-7Q7HQ","ORD-7Q7HQ","normal","85933","queued","2024-04-05T09:06:36.532331","PRD-5V68-R529324","5","ORD-7Q7HQ","Pending","529325"
"ORD-UIAHZ","ORD-UIAHZ","high","85935","queued","2024-04-05T09:08:38.017629","PRD-2AWU-R496756","1","ORD-UIAHZ","Pending","496757"
"ORD-TDIXG","ORD-TDIXG","normal","85946","queued","2024-04-05T09:13:40.753334","PRD-2574-R635812","3","ORD-TDIXG","Pending","872910"
"ORD-R3HIF","ORD-R3HIF","urgent","85957","queued","2024-04-05T09:28:00.002382","PRD-PMIK-R480370","4","ORD-R3HIF","Pending","480371"
"ORD-N7HU2","ORD-N7HU2","normal","85961","queued","2024-04-05T09:30:09.578064","PRD-DTD7-R489321","2","ORD-N7HU2","Pending","489322"
"ORD-8IC7N","ORD-8IC7N","high","85978","queued","2024-04-05T09:41:06.734825","PRD-1UD3-R499691","5","ORD-8IC7N","Pending","499692"
"ORD-O4D7A","ORD-O4D7A","urgent","85979","queued","2024-04-05T09:41:50.421846","PRD-88ZI-R406088","5","ORD-O4D7A","Pending","406089"
"ORD-ZMT13","ORD-ZMT13","normal","85987","queued","2024-04-05T09:47:26.829947","PRD-VNU3-R977382","1","ORD-ZMT13","Pending","977383"
"ORD-K3EN3","ORD-K3EN3","normal","85999","queued","2024-04-05T09:54:45.043385","PRD-WIVK-R599247","4","ORD-K3EN3","Pending","599248"
"ORD-KU1R9","ORD-KU1R9","high","86036","queued","2024-04-05T10:49:42.136340","PRD-URJE-R90484","2","ORD-KU1R9","Pending","90485"
"ORD-FX49J","ORD-FX49J","urgent","86052","queued","2024-04-05T11:01:40.626476","PRD-64YL-R612570","1","ORD-FX49J","Pending","612571"
"ORD-8ZXJ2","ORD-8ZXJ2","urgent","86076","queued","2024-04-05T11:23:41.590090","PRD-1BLU-R176746","1","ORD-8ZXJ2","Pending","176747"
"ORD-322YB","ORD-322YB","normal","86077","queued","2024-04-05T11:23:56.934345","PRD-6J9E-R26341","2","ORD-322YB","Pending","26342"
"ORD-FI41N","ORD-FI41N","high","86083","queued","2024-04-05T11:31:32.850525","PRD-CPYM-R911585","3","ORD-FI41N","Pending","911586"
"ORD-R1XPM","ORD-R1XPM","high","86088","queued","2024-04-05T11:35:48.479033","PRD-QJT5-R423096","5","ORD-R1XPM","Pending","423097"
"ORD-ZDG7F","ORD-ZDG7F","normal","86092","queued","2024-04-05T11:37:36.602570","PRD-3WDF-R376358","1","ORD-ZDG7F","Pending","376359"
"ORD-Q0TSS","ORD-Q0TSS","high","86093","queued","2024-04-05T11:37:40.410435","PRD-YSAR-R378285","1","ORD-Q0TSS","Pending","378286"
"ORD-V16R3","ORD-V16R3","urgent","86104","queued","2024-04-05T11:48:36.978777","PRD-93LO-R95419","5","ORD-V16R3","Pending","95420"
"ORD-ORRTK","ORD-ORRTK","normal","86113","queued","2024-04-05T12:06:30.408935","PRD-B5AT-R120388","1","ORD-ORRTK","Pending","120389"
"ORD-KEXZY","ORD-KEXZY","high","86118","queued","2024-04-05T12:08:22.957762","PRD-SIB9-R858465","5","ORD-KEXZY","Pending","858466"
"ORD-Z3AM4","ORD-Z3AM4","normal","86119","queued","2024-04-05T12:11:04.375547","PRD-MP7Q-R922947","5","ORD-Z3AM4","Pending","922948"
"ORD-VF07S","ORD-VF07S","normal","86136","queued","2024-04-05T12:22:18.376909","PRD-UKLL-R743177","4","ORD-VF07S","Pending","743178"
"ORD-3KWUK","ORD-3KWUK","urgent","86139","queued","2024-04-05T12:23:13.481833","PRD-0771-R308312","3","ORD-3KWUK","Pending","308313"
"ORD-BU0WS","ORD-BU0WS","normal","86140","queued","2024-04-05T12:23:43.685890","PRD-HTM9-R266004","1","ORD-BU0WS","Pending","266005"
"ORD-4WN47","ORD-4WN47","urgent","86144","queued","2024-04-05T12:25:37.177687","PRD-4OP9-R121229","5","ORD-4WN47","Pending","121230"
"ORD-BU0BN","ORD-BU0BN","normal","86162","queued","2024-04-05T12:49:16.258049","PRD-5OM4-R140881","3","ORD-BU0BN","Pending","140882"
"ORD-NQVUR","ORD-NQVUR","high","86178","queued","2024-04-05T13:00:18.152186","PRD-2M3P-R80498","5","ORD-NQVUR","Pending","80499"
"ORD-O3NZL","ORD-O3NZL","urgent","86182","queued","2024-04-05T13:06:25.293799","PRD-6BZP-R377915","4","ORD-O3NZL","Pending","377916"
"ORD-YH7K7","ORD-YH7K7","normal","86194","queued","2024-04-05T13:15:43.122802","PRD-I7O4-R991133","4","ORD-YH7K7","Pending","991134"
"ORD-L8OBD","ORD-L8OBD","high","86198","queued","2024-04-05T13:22:04.249439","PRD-F0FI-R149085","4","ORD-L8OBD","Pending","149086"
"ORD-9IRSB","ORD-9IRSB","normal","86205","queued","2024-04-05T13:28:31.466342","PRD-MS7J-R336419","2","ORD-9IRSB","Pending","336420"
"ORD-QNZUG","ORD-QNZUG","high","86206","queued","2024-04-05T13:29:00.224637","PRD-XLRG-R216048","5","ORD-QNZUG","Pending","216049"
"ORD-927J9","ORD-927J9","urgent","86223","queued","2024-04-05T13:39:56.908170","PRD-RVYJ-R18542","4","ORD-927J9","Pending","18543"
"ORD-VYO1L","ORD-VYO1L","normal","86237","queued","2024-04-05T13:52:58.781043","PRD-ISQ1-R601591","3","ORD-VYO1L","Pending","601592"
"ORD-JMNHB","ORD-JMNHB","high","86240","queued","2024-04-05T13:58:14.007996","PRD-PN8P-R743784","3","ORD-JMNHB","Pending","743785"
"ORD-QPLOH","ORD-QPLOH","normal","86259","queued","2024-04-05T14:23:56.078723","PRD-EU5N-R480074","2","ORD-QPLOH","Pending","480075"
"ORD-SB0PV","ORD-SB0PV","normal","86266","queued","2024-04-05T14:28:27.024239","PRD-F2QA-R197864","2","ORD-SB0PV","Pending","197865"
"ORD-1ACQ8","ORD-1ACQ8","normal","86271","queued","2024-04-05T14:37:59.681751","PRD-JZ41-R601340","1","ORD-1ACQ8","Pending","601341"
"ORD-KO26W","ORD-KO26W","normal","86273","queued","2024-04-05T14:39:17.900753","PRD-QQRB-R485086","2","ORD-KO26W","Pending","485087"
"ORD-4GJHE","ORD-4GJHE","high","86275","queued","2024-04-05T14:40:36.908507","PRD-SGTU-R274863","1","ORD-4GJHE","Pending","274864"
"ORD-BQ0OH","ORD-BQ0OH","high","86300","queued","2024-04-05T15:14:03.092671","PRD-O0B7-R141400","1","ORD-BQ0OH","Pending","141401"
"ORD-7HEJE","ORD-7HEJE","normal","86333","queued","2024-04-05T15:42:07.019715","PRD-NIK2-R521213","3","ORD-7HEJE","Pending","521214"
"ORD-UOZ1E","ORD-UOZ1E","normal","86348","queued","2024-04-05T16:01:48.610185","PRD-1GQ1-R769348","2","ORD-UOZ1E","Pending","769349"
"ORD-6OWLG","ORD-6OWLG","normal","86350","queued","2024-04-05T16:02:44.543214","PRD-BFKE-R731298","5","ORD-6OWLG","Pending","731299"
"ORD-D3FG4","ORD-D3FG4","urgent","86391","queued","2024-04-05T16:46:21.846114","PRD-BO1P-R235489","1","ORD-D3FG4","Pending","235490"
"ORD-HLKEH","ORD-HLKEH","normal","86404","queued","2024-04-05T17:05:44.666698","PRD-Q1QL-R288288","1","ORD-HLKEH","Pending","288289"
"ORD-7P8DZ","ORD-7P8DZ","urgent","86408","queued","2024-04-05T17:08:43.346498","PRD-P3MP-R722230","4","ORD-7P8DZ","Pending","722231"
"ORD-XP0JA","ORD-XP0JA","urgent","86411","queued","2024-04-05T17:12:37.978296","PRD-YZCQ-R563663","5","ORD-XP0JA","Pending","563664"
"ORD-VV0JI","ORD-VV0JI","urgent","86419","queued","2024-04-05T17:18:08.717513","PRD-6FXW-R340076","3","ORD-VV0JI","Pending","340077"
"ORD-VLXLY","ORD-VLXLY","high","86432","queued","2024-04-05T17:28:09.954467","PRD-7LR3-R258425","1","ORD-VLXLY","Pending","258426"
"ORD-F647N","ORD-F647N","urgent","86444","queued","2024-04-05T17:35:46.775923","PRD-B6NQ-R393966","2","ORD-F647N","Pending","393967"
"ORD-X2EBO","ORD-X2EBO","normal","86446","queued","2024-04-05T17:36:12.592305","PRD-D2FA-R413844","4","ORD-X2EBO","Pending","413845"
"ORD-UT3ZI","ORD-UT3ZI","normal","86449","queued","2024-04-05T17:40:07.642452","PRD-INAG-R928500","2","ORD-UT3ZI","Pending","928501"
"ORD-A9N3L","ORD-A9N3L","high","86451","queued","2024-04-05T17:43:41.276943","PRD-UVRM-R159346","4","ORD-A9N3L","Pending","159347"
"ORD-UQPEY","ORD-UQPEY","normal","86474","queued","2024-04-05T18:00:59.659343","PRD-HWEP-R362636","3","ORD-UQPEY","Pending","362637"
"ORD-0EJOL","ORD-0EJOL","urgent","86483","queued","2024-04-05T18:13:07.643912","PRD-LDWW-R187890","3","ORD-0EJOL","Pending","187891"
"ORD-8NRA5","ORD-8NRA5","normal","86490","queued","2024-04-05T18:20:44.464443","PRD-771X-R494316","4","ORD-8NRA5","Pending","494317"
"ORD-SFPNT","ORD-SFPNT","urgent","86494","queued","2024-04-05T18:23:23.554181","PRD-YRGX-R304366","5","ORD-SFPNT","Pending","304367"
"ORD-M0TWD","ORD-M0TWD","normal","86495","queued","2024-04-05T18:25:38.779962","PRD-TTCY-R562010","3","ORD-M0TWD","Pending","562011"
"ORD-XIKG1","ORD-XIKG1","urgent","86514","queued","2024-04-05T18:38:38.643220","PRD-4621-R506696","3","ORD-XIKG1","Pending","506697"
"ORD-BBANK","ORD-BBANK","urgent","86525","queued","2024-04-05T18:56:17.213718","PRD-4YE3-R308431","5","ORD-BBANK","Pending","308432"
"ORD-KA4F3","ORD-KA4F3","high","86530","queued","2024-04-05T19:01:39.156730","PRD-DBAT-R637995","2","ORD-KA4F3","Pending","637996"
"ORD-S42OZ","ORD-S42OZ","high","86531","queued","2024-04-05T19:02:18.048992","PRD-SO7J-R908389","2","ORD-S42OZ","Pending","908390"
"ORD-W3M4W","ORD-W3M4W","urgent","86541","queued","2024-04-05T19:11:34.289320","PRD-SJWZ-R729484","5","ORD-W3M4W","Pending","729485"
"ORD-HVTOD","ORD-HVTOD","high","86543","queued","2024-04-05T19:13:13.767558","PRD-QAKD-R689885","1","ORD-HVTOD","Pending","689886"
"ORD-ODG94","ORD-ODG94","high","86551","queued","2024-04-05T19:17:38.787120","PRD-SW9X-R861657","1","ORD-ODG94","Pending","861658"
"ORD-WLXNU","ORD-WLXNU","urgent","86561","queued","2024-04-05T19:26:29.055274","PRD-ZK1A-R824446","2","ORD-WLXNU","Pending","824447"
"ORD-QJNWD","ORD-QJNWD","high","86569","queued","2024-04-05T19:36:47.838727","PRD-6IQ2-R690399","3","ORD-QJNWD","Pending","690400"
"ORD-3958T","ORD-3958T","high","86571","queued","2024-04-05T19:43:48.896923","PRD-VPH7-R657926","2","ORD-3958T","Pending","657927"
"ORD-4XHKH","ORD-4XHKH","normal","86589","queued","2024-04-05T20:02:41.512648","PRD-X0Z8-R927806","2","ORD-4XHKH","Pending","927807"
"ORD-937GX","ORD-937GX","normal","86610","queued","2024-04-05T20:25:17.255805","PRD-CMTN-R692529","5","ORD-937GX","Pending","692530"
"ORD-NHWXY","ORD-NHWXY","high","86630","queued","2024-04-05T20:51:11.761784","PRD-VER8-R143494","1","ORD-NHWXY","Pending","143495"
"ORD-YHD0S","ORD-YHD0S","normal","86645","queued","2024-04-05T21:10:01.479024","PRD-AVPY-R853768","2","ORD-YHD0S","Pending","853769"
"ORD-79MUH","ORD-79MUH","high","86650","queued","2024-04-05T21:15:30.631526","PRD-P21M-R962311","3","ORD-79MUH","Pending","962312"
"ORD-VLQOV","ORD-VLQOV","normal","86666","queued","2024-04-05T21:24:26.766396","PRD-3G21-R798278","5","ORD-VLQOV","Pending","798279"
"ORD-RRMNG","ORD-RRMNG","urgent","86669","queued","2024-04-05T21:25:31.208633","PRD-BP9A-R687904","5","ORD-RRMNG","Pending","687905"
"ORD-TJA1G","ORD-TJA1G","normal","86685","queued","2024-04-05T21:44:37.110558","PRD-NVU8-R292916","5","ORD-TJA1G","Pending","292917"
"ORD-SK13B","ORD-SK13B","urgent","86687","queued","2024-04-05T21:50:07.621877","PRD-E4MT-R250992","1","ORD-SK13B","Pending","250993"
"ORD-W3JO1","ORD-W3JO1","urgent","86690","queued","2024-04-05T21:59:00.338789","PRD-74X2-R453748","5","ORD-W3JO1","Pending","453749"
"ORD-1T1AH","ORD-1T1AH","normal","86694","queued","2024-04-05T22:02:25.961992","PRD-JLP9-R519978","4","ORD-1T1AH","Pending","519979"
"ORD-J7LYU","ORD-J7LYU","high","86696","queued","2024-04-05T22:03:02.143875","PRD-ZI9Z-R470503","5","ORD-J7LYU","Pending","470504"
"ORD-SECDF","ORD-SECDF","high","86705","queued","2024-04-05T22:16:06.731553","PRD-CRVP-R447768","3","ORD-SECDF","Pending","447769"
"ORD-HLLCJ","ORD-HLLCJ","normal","86712","queued","2024-04-05T22:23:00.653554","PRD-9TEK-R436039","2","ORD-HLLCJ","Pending","436040"
"ORD-GAZS2","ORD-GAZS2","normal","86718","queued","2024-04-05T22:33:11.304095","PRD-9IMG-R178226","5","ORD-GAZS2","Pending","178227"
"ORD-L1O5M","ORD-L1O5M","normal","86740","queued","2024-04-05T23:01:09.546400","PRD-6L9M-R798150","3","ORD-L1O5M","Pending","798151"
"ORD-Y5YHT","ORD-Y5YHT","urgent","86761","queued","2024-04-05T23:16:18.503124","PRD-QZHI-R404118","2","ORD-Y5YHT","Pending","404119"
"ORD-7UF1Q","ORD-7UF1Q","high","86765","queued","2024-04-05T23:21:12.632329","PRD-OI0Q-R974507","2","ORD-7UF1Q","Pending","974508"
"ORD-8S6MB","ORD-8S6MB","normal","86782","queued","2024-04-05T23:37:48.536209","PRD-WNJX-R175362","1","ORD-8S6MB","Pending","175363"
"ORD-6CPSU","ORD-6CPSU","high","86785","queued","2024-04-05T23:38:24.992064","PRD-HYRP-R622910","2","ORD-6CPSU","Pending","622911"
"ORD-2J8EW","ORD-2J8EW","high","86800","queued","2024-04-05T23:55:55.694049","PRD-VR52-R25681","4","ORD-2J8EW","Pending","25682"
"ORD-A6A9H","ORD-A6A9H","high","86812","queued","2024-04-06T00:09:33.286861","PRD-JOM9-R556512","5","ORD-A6A9H","Pending","556513"
"ORD-IAKLD","ORD-IAKLD","high","86826","queued","2024-04-06T00:23:53.831766","PRD-OTDR-R48542","2","ORD-IAKLD","Pending","48543"
"ORD-FMYYY","ORD-FMYYY","high","86827","queued","2024-04-06T00:24:42.495627","PRD-BHM1-R154515","2","ORD-FMYYY","Pending","154516"
"ORD-ABU52","ORD-ABU52","high","86840","queued","2024-04-06T00:48:11.788214","PRD-3FOA-R811878","3","ORD-ABU52","Pending","811879"
"ORD-METCE","ORD-METCE","normal","86863","queued","2024-04-06T01:17:08.739352","PRD-8MGE-R679957","3","ORD-METCE","Pending","679958"
"ORD-GX5NR","ORD-GX5NR","normal","86869","queued","2024-04-06T01:22:05.515418","PRD-5KP4-R86756","2","ORD-GX5NR","Pending","86757"
"ORD-FM9IX","ORD-FM9IX","normal","86888","queued","2024-04-06T01:47:06.604352","PRD-RZT5-R526341","4","ORD-FM9IX","Pending","526342"
"ORD-8NJJR","ORD-8NJJR","urgent","86893","queued","2024-04-06T01:53:26.336035","PRD-XJ7P-R238526","2","ORD-8NJJR","Pending","238527"
"ORD-TLS7N","ORD-TLS7N","urgent","86912","queued","2024-04-06T02:10:35.364834","PRD-LXH7-R468105","3","ORD-TLS7N","Pending","468106"
"ORD-H3PNM","ORD-H3PNM","high","86922","queued","2024-04-06T02:16:14.030656","PRD-8Y9M-R146467","3","ORD-H3PNM","Pending","146468"
"ORD-HERBI","ORD-HERBI","normal","86937","queued","2024-04-06T02:27:05.315818","PRD-VA8N-R151989","3","ORD-HERBI","Pending","151990"
"ORD-I4J6Z","ORD-I4J6Z","high","86946","queued","2024-04-06T02:39:27.037907","PRD-2EHQ-R424444","2","ORD-I4J6Z","Pending","424445"
"ORD-89DJX","ORD-89DJX","urgent","86963","queued","2024-04-06T02:51:04.211082","PRD-F2C0-R141590","3","ORD-89DJX","Pending","141591"
"ORD-380FG","ORD-380FG","normal","86964","queued","2024-04-06T02:53:01.943496","PRD-L4XS-R991572","4","ORD-380FG","Pending","991573"
"ORD-XQ7JD","ORD-XQ7JD","urgent","86967","queued","2024-04-06T02:59:09.325005","PRD-YM71-R320006","3","ORD-XQ7JD","Pending","320007"
"ORD-RDJCY","ORD-RDJCY","urgent","86982","queued","2024-04-06T03:08:57.274369","PRD-ITAI-R978306","1","ORD-RDJCY","Pending","978307"
"ORD-H9SF5","ORD-H9SF5","normal","86993","queued","2024-04-06T03:19:05.481335","PRD-B3UE-R68766","1","ORD-H9SF5","Pending","68767"
"ORD-62JPY","ORD-62JPY","high","86997","queued","2024-04-06T03:21:48.143589","PRD-0VP5-R368564","1","ORD-62JPY","Pending","368565"
"ORD-TNIUM","ORD-TNIUM","urgent","86998","queued","2024-04-06T03:22:31.533227","PRD-1LY8-R279595","2","ORD-TNIUM","Pending","279596"
"ORD-WB2VO","ORD-WB2VO","urgent","87010","queued","2024-04-06T03:32:11.795501","PRD-R0YT-R614485","1","ORD-WB2VO","Pending","614486"
"ORD-N7S3I","ORD-N7S3I","normal","87014","queued","2024-04-06T03:39:48.337079","PRD-DENM-R671220","5","ORD-N7S3I","Pending","671221"
"ORD-A4O90","ORD-A4O90","high","87015","queued","2024-04-06T03:40:11.099168","PRD-PC67-R767398","1","ORD-A4O90","Pending","767399"
"ORD-Z4O8V","ORD-Z4O8V","high","87034","queued","2024-04-06T03:54:36.266510","PRD-MFF3-R321683","5","ORD-Z4O8V","Pending","321684"
"ORD-J9YWX","ORD-J9YWX","high","87035","queued","2024-04-06T03:54:50.712085","PRD-H12C-R466035","2","ORD-J9YWX","Pending","466036"
"ORD-G4R5D","ORD-G4R5D","high","87054","queued","2024-04-06T04:07:32.734852","PRD-B9MC-R976240","2","ORD-G4R5D","Pending","976241"
"ORD-AE38D","ORD-AE38D","normal","87058","queued","2024-04-06T04:11:35.159627","PRD-1NSB-R978586","5","ORD-AE38D","Pending","978587"
"ORD-OQMUF","ORD-OQMUF","urgent","87108","queued","2024-04-06T05:27:24.506647","PRD-JA5F-R674909","4","ORD-OQMUF","Pending","674910"
"ORD-VK7C2","ORD-VK7C2","normal","87109","queued","2024-04-06T05:29:26.073863","PRD-9A6Q-R494945","4","ORD-VK7C2","Pending","494946"
"ORD-43CUT","ORD-43CUT","urgent","87112","queued","2024-04-06T05:31:30.115120","PRD-M2AA-R562072","3","ORD-43CUT","Pending","562073"
"ORD-J9BVH","ORD-J9BVH","high","87113","queued","2024-04-06T05:31:33.590798","PRD-CS50-R283892","2","ORD-J9BVH","Pending","283893"
"ORD-IW6GA","ORD-IW6GA","urgent","87115","queued","2024-04-06T05:33:31.218891","PRD-NGUI-R959580","1","ORD-IW6GA","Pending","959581"
"ORD-S1V59","ORD-S1V59","high","87118","queued","2024-04-06T05:37:40.186603","PRD-C2CU-R966125","4","ORD-S1V59","Pending","966126"
"ORD-BGPTR","ORD-BGPTR","high","87142","queued","2024-04-06T05:58:43.075322","PRD-MJ42-R396721","2","ORD-BGPTR","Pending","396722"
"ORD-5OV6D","ORD-5OV6D","urgent","87145","queued","2024-04-06T06:03:46.995030","PRD-2XW0-R142042","3","ORD-5OV6D","Pending","142043"
"ORD-ZTYP8","ORD-ZTYP8","urgent","87150","queued","2024-04-06T06:10:36.405830","PRD-AVSS-R169034","2","ORD-ZTYP8","Pending","169035"
"ORD-23F0H","ORD-23F0H","normal","87163","queued","2024-04-06T06:23:14.452750","PRD-5WCH-R686075","2","ORD-23F0H","Pending","686076"
"ORD-URFZH","ORD-URFZH","normal","87168","queued","2024-04-06T06:29:44.050102","PRD-TYU9-R649719","4","ORD-URFZH","Pending","649720"
"ORD-ZL2WT","ORD-ZL2WT","high","87199","queued","2024-04-06T07:09:03.932180","PRD-LAE5-R24738","1","ORD-ZL2WT","Pending","24739"
"ORD-LK1VB","ORD-LK1VB","normal","87202","queued","2024-04-06T07:10:31.947852","PRD-NNYX-R429140","1","ORD-LK1VB","Pending","429141"
"ORD-9H88E","ORD-9H88E","normal","87204","queued","2024-04-06T07:13:13.328920","PRD-Q092-R299579","5","ORD-9H88E","Pending","299580"
"ORD-2TGVM","ORD-2TGVM","normal","87218","queued","2024-04-06T07:27:28.082172","PRD-I173-R629629","5","ORD-2TGVM","Pending","629630"
"ORD-36Y8K","ORD-36Y8K","high","87222","queued","2024-04-06T07:36:38.914983","PRD-L9CT-R41189","4","ORD-36Y8K","Pending","41190"
"ORD-9O5TI","ORD-9O5TI","normal","87241","queued","2024-04-06T07:56:48.696033","PRD-Y4FE-R975937","3","ORD-9O5TI","Pending","975938"
"ORD-7PR4S","ORD-7PR4S","high","87255","queued","2024-04-06T08:08:51.636453","PRD-UQB0-R96023","4","ORD-7PR4S","Pending","96024"
"ORD-CL7CI","ORD-CL7CI","high","87256","queued","2024-04-06T08:09:13.256298","PRD-NRHX-R292965","4","ORD-CL7CI","Pending","292966"
"ORD-AOXDV","ORD-AOXDV","urgent","87272","queued","2024-04-06T08:24:49.005527","PRD-3ADL-R941894","3","ORD-AOXDV","Pending","941895"
"ORD-AZK4J","ORD-AZK4J","high","87280","queued","2024-04-06T08:33:16.960209","PRD-OKE8-R674860","2","ORD-AZK4J","Pending","674861"
"ORD-B2H5Y","ORD-B2H5Y","high","87297","queued","2024-04-06T08:48:04.976889","PRD-0T77-R389106","4","ORD-B2H5Y","Pending","389107"
"ORD-4WBZ6","ORD-4WBZ6","high","87302","queued","2024-04-06T08:51:15.629441","PRD-2GSD-R331703","3","ORD-4WBZ6","Pending","331704"
"ORD-UK0UX","ORD-UK0UX","high","87307","queued","2024-04-06T08:56:21.173272","PRD-W4ZX-R570360","3","ORD-UK0UX","Pending","570361"
"ORD-E7J1G","ORD-E7J1G","high","87311","queued","2024-04-06T08:59:21.111063","PRD-Z4BJ-R81421","3","ORD-E7J1G","Pending","81422"
