"id","sku","name","category","stock","reorder_level","created_at","updated_at","source_product_id"
"PRD-4XZZ-R564286","PRD-4XZZ-R564286","Gaming Mechanical Keyboard RGB","Electronics","310","0","2024-03-27T20:43:46.248357","2024-03-27T20:43:46.248357","PRD-4XZZ"
"PRD-UFTH-R532108","PRD-UFTH-R532108","Bedsheet Set Cotton","Home","97","0","2024-03-27T20:49:59.292615","2024-03-27T20:49:59.292615","PRD-UFTH"
"PRD-9TP8-R517998","PRD-9TP8-R517998","Resistance Bands Set","Health","447","0","2024-03-27T20:53:31.334808","2024-03-27T20:53:31.334808","PRD-9TP8"
"PRD-29QL-R520152","PRD-29QL-R520152","Bedsheet Set Cotton","Home","508","0","2024-03-27T20:56:36.442822","2024-03-27T20:56:36.442822","PRD-29QL"
"PRD-B9E0-R19024","PRD-B9E0-R19024","Exercise Ball","Sports","305","0","2024-03-27T21:11:07.571881","2024-03-27T21:11:07.571881","PRD-B9E0"
"PRD-N7GS-R175445","PRD-N7GS-R175445","Phone Case Shockproof","Electronics","613","0","2024-03-27T21:21:10.001764","2024-03-27T21:21:10.001764","PRD-N7GS"
"PRD-N3N5-R344784","PRD-N3N5-R344784","Jump Rope Speed","Sports","736","0","2024-03-27T21:30:30.428990","2024-03-27T21:30:30.428990","PRD-N3N5"
"PRD-S8TR-R514918","PRD-S8TR-R514918","Coffee Maker Automatic","Home","586","0","2024-03-27T21:35:40.659981","2024-03-27T21:35:40.659981","PRD-S8TR"
"PRD-RO3S-R539038","PRD-RO3S-R539038","Digital Thermometer","Health","85","0","2024-03-27T21:53:54.588966","2024-03-27T21:53:54.588966","PRD-RO3S"
"PRD-G5DJ-R548766","PRD-G5DJ-R548766","Foam Roller","Health","909","0","2024-03-27T22:28:40.250912","2024-03-27T22:28:40.250912","PRD-G5DJ"
"PRD-FEHB-R572942","PRD-FEHB-R572942","Air Fryer 5L","Home","336","0","2024-03-27T22:30:25.656794","2024-03-27T22:30:25.656794","PRD-FEHB"
"PRD-66CF-R102532","PRD-66CF-R102532","Exercise Ball","Sports","447","0","2024-03-27T22:54:26.649839","2024-03-27T22:54:26.649839","PRD-66CF"
"PRD-DKEP-R366253","PRD-DKEP-R366253","Exercise Ball","Sports","269","0","2024-03-27T22:54:32.119184","2024-03-27T22:54:32.119184","PRD-DKEP"
"PRD-TBYX-R887184","PRD-TBYX-R887184","Water Bottle Insulated","Sports","402","0","2024-03-27T22:58:01.208076","2024-03-27T22:58:01.208076","PRD-TBYX"
"PRD-8KVS-R478127","PRD-8KVS-R478127","Resistance Bands Set","Health","677","0","2024-03-27T23:06:35.253828","2024-03-27T23:06:35.253828","PRD-8KVS"
"PRD-1T3N-R709155","PRD-1T3N-R709155","Running Shoes Air Zoom","Clothing","594","0","2024-03-27T23:14:47.162083","2024-03-27T23:14:47.162083","PRD-1T3N"
"PRD-TEF5-R953548","PRD-TEF5-R953548","Foam Roller","Health","948","0","2024-03-27T23:16:14.716793","2024-03-27T23:16:14.716793","PRD-TEF5"
"PRD-9U6B-R709482","PRD-9U6B-R709482","Coffee Maker Automatic","Home","149","0","2024-03-27T23:28:59.498287","2024-03-27T23:28:59.498287","PRD-9U6B"
"PRD-FHWL-R63723","PRD-FHWL-R63723","Massage Gun Deep Tissue","Health","906","0","2024-03-27T23:30:59.755255","2024-03-27T23:30:59.755255","PRD-FHWL"
"PRD-F8UP-R438386","PRD-F8UP-R438386","Coffee Maker Automatic","Home","209","0","2024-03-27T23:44:29.998008","2024-03-27T23:44:29.998008","PRD-F8UP"
"PRD-JQF7-R864974","PRD-JQF7-R864974","Digital Thermometer","Health","310","0","2024-03-28T00:03:00.799120","2024-03-28T00:03:00.799120","PRD-JQF7"
"PRD-YXOB-R178557","PRD-YXOB-R178557","Baseball Cap","Clothing","513","0","2024-03-28T00:06:09.248760","2024-03-28T00:06:09.248760","PRD-YXOB"
"PRD-XGLR-R238660","PRD-XGLR-R238660","Badminton Racket","Sports","787","0","2024-03-28T00:07:42.009501","2024-03-28T00:07:42.009501","PRD-XGLR"
"PRD-P566-R296605","PRD-P566-R296605","Massage Gun Deep Tissue","Health","689","0","2024-03-28T00:12:15.734688","2024-03-28T00:12:15.734688","PRD-P566"
"PRD-22Q4-R267943","PRD-22Q4-R267943","Gym Gloves","Sports","535","0","2024-03-28T00:47:14.437918","2024-03-28T00:47:14.437918","PRD-22Q4"
"PRD-KURC-R17971","PRD-KURC-R17971","Power Bank 20000mAh","Electronics","13","0","2024-03-28T01:04:45.245514","2024-03-28T01:04:45.245514","PRD-KURC"
"PRD-HZ4J-R131451","PRD-HZ4J-R131451","Vitamin C Tablets","Health","950","0","2024-03-28T01:14:16.251128","2024-03-28T01:14:16.251128","PRD-HZ4J"
"PRD-AKTG-R779784","PRD-AKTG-R779784","Sports Bra High Impact","Clothing","54","0","2024-03-28T01:14:33.839511","2024-03-28T01:14:33.839511","PRD-AKTG"
"PRD-L01Y-R448777","PRD-L01Y-R448777","Hooded Sweatshirt","Clothing","764","0","2024-03-28T01:19:17.010333","2024-03-28T01:19:17.010333","PRD-L01Y"
"PRD-PEM3-R557555","PRD-PEM3-R557555","Gaming Mechanical Keyboard RGB","Electronics","614","0","2024-03-28T01:32:59.034215","2024-03-28T01:32:59.034215","PRD-PEM3"
"PRD-Q9BU-R496762","PRD-Q9BU-R496762","Massage Gun Deep Tissue","Health","855","0","2024-03-28T01:42:14.923827","2024-03-28T01:42:14.923827","PRD-Q9BU"
"PRD-UO5C-R442430","PRD-UO5C-R442430","Denim Jeans Slim Fit","Clothing","174","0","2024-03-28T01:52:31.804147","2024-03-28T01:52:31.804147","PRD-UO5C"
"PRD-H99R-R209612","PRD-H99R-R209612","Yoga Pants Leggings","Clothing","989","0","2024-03-28T02:09:10.539818","2024-03-28T02:09:10.539818","PRD-H99R"
"PRD-MJ83-R437806","PRD-MJ83-R437806","Running Shoes Air Zoom","Clothing","906","0","2024-03-28T02:34:01.463924","2024-03-28T02:34:01.463924","PRD-MJ83"
"PRD-85O6-R405402","PRD-85O6-R405402","Power Bank 20000mAh","Electronics","201","0","2024-03-28T02:38:56.028434","2024-03-28T02:38:56.028434","PRD-85O6"
"PRD-ISIP-R243754","PRD-ISIP-R243754","Exercise Ball","Sports","824","0","2024-03-28T02:51:41.114531","2024-03-28T02:51:41.114531","PRD-ISIP"
"PRD-5C3Q-R159266","PRD-5C3Q-R159266","Swimming Goggles","Sports","947","0","2024-03-28T03:04:41.797598","2024-03-28T03:04:41.797598","PRD-5C3Q"
"PRD-I1TL-R318451","PRD-I1TL-R318451","Treadmill Folding","Sports","282","0","2024-03-28T03:11:07.313393","2024-03-28T03:11:07.313393","PRD-I1TL"
"PRD-0IUK-R86335","PRD-0IUK-R86335","Dumbbells Set Adjustable","Sports","433","0","2024-03-28T03:14:41.474305","2024-03-28T03:14:41.474305","PRD-0IUK"
"PRD-7X7D-R95434","PRD-7X7D-R95434","Cotton T-Shirt Pack","Clothing","192","0","2024-03-28T03:15:32.873240","2024-03-28T03:15:32.873240","PRD-7X7D"
"PRD-7CSE-R265292","PRD-7CSE-R265292","Foam Roller","Health","459","0","2024-03-28T03:18:12.817989","2024-03-28T03:18:12.817989","PRD-7CSE"
"PRD-ZZ53-R926594","PRD-ZZ53-R926594","Wireless Mouse 2.4GHz","Electronics","339","0","2024-03-28T03:39:31.634817","2024-03-28T03:39:31.634817","PRD-ZZ53"
"PRD-KRPH-R758485","PRD-KRPH-R758485","Yoga Mat Non-Slip","Health","724","0","2024-03-28T03:43:01.035847","2024-03-28T03:43:01.035847","PRD-KRPH"
"PRD-WCE7-R325211","PRD-WCE7-R325211","Portable SSD 1TB","Electronics","964","0","2024-03-28T03:47:10.581882","2024-03-28T03:47:10.581882","PRD-WCE7"
"PRD-IXCA-R389502","PRD-IXCA-R389502","Dumbbells Set Adjustable","Sports","433","0","2024-03-28T04:03:36.903419","2024-03-28T04:03:36.903419","PRD-IXCA"
"PRD-JK8V-R985670","PRD-JK8V-R985670","Foam Roller","Health","110","0","2024-03-28T04:09:22.184422","2024-03-28T04:09:22.184422","PRD-JK8V"
"PRD-7TLD-R268662","PRD-7TLD-R268662","Phone Case Shockproof","Electronics","971","0","2024-03-28T04:17:39.675926","2024-03-28T04:17:39.675926","PRD-7TLD"
"PRD-MPU1-R862542","PRD-MPU1-R862542","Desk Lamp LED","Home","378","0","2024-03-28T04:24:25.405260","2024-03-28T04:24:25.405260","PRD-MPU1"
"PRD-OJ67-R754012","PRD-OJ67-R754012","Exercise Ball","Sports","512","0","2024-03-28T04:35:27.241651","2024-03-28T04:35:27.241651","PRD-OJ67"
"PRD-WWNC-R824126","PRD-WWNC-R824126","Badminton Racket","Sports","570","0","2024-03-28T04:44:34.602787","2024-03-28T04:44:34.602787","PRD-WWNC"
"PRD-YU9S-R570887","PRD-YU9S-R570887","Denim Jeans Slim Fit","Clothing","866","0","2024-03-28T05:28:08.314051","2024-03-28T05:28:08.314051","PRD-YU9S"
"PRD-F9FX-R164983","PRD-F9FX-R164983","Wireless Bluetooth Earbuds","Electronics","204","0","2024-03-28T05:40:03.214062","2024-03-28T05:40:03.214062","PRD-F9FX"
"PRD-Q5L3-R344261","PRD-Q5L3-R344261","Smart Watch Series 8","Electronics","245","0","2024-03-28T05:46:36.068714","2024-03-28T05:46:36.068714","PRD-Q5L3"
"PRD-K4YP-R290264","PRD-K4YP-R290264","Vitamin C Tablets","Health","441","0","2024-03-28T05:53:56.485367","2024-03-28T05:53:56.485367","PRD-K4YP"
"PRD-MUGY-R211142","PRD-MUGY-R211142","Yoga Pants Leggings","Clothing","564","0","2024-03-28T06:28:21.557915","2024-03-28T06:28:21.557915","PRD-MUGY"
"PRD-FB4B-R397636","PRD-FB4B-R397636","Electric Toothbrush","Home","140","0","2024-03-28T06:30:24.707334","2024-03-28T06:30:24.707334","PRD-FB4B"
"PRD-1F8U-R547760","PRD-1F8U-R547760","Wireless Mouse 2.4GHz","Electronics","338","0","2024-03-28T06:36:56.290705","2024-03-28T06:36:56.290705","PRD-1F8U"
"PRD-C9M7-R725369","PRD-C9M7-R725369","Storage Box Set","Home","567","0","2024-03-28T06:43:39.297506","2024-03-28T06:43:39.297506","PRD-C9M7"
"PRD-ZUTS-R337828","PRD-ZUTS-R337828","Yoga Pants Leggings","Clothing","284","0","2024-03-28T07:01:26.368903","2024-03-28T07:01:26.368903","PRD-ZUTS"
"PRD-JULG-R25320","PRD-JULG-R25320","Sports Bra High Impact","Clothing","442","0","2024-03-28T07:02:13.591929","2024-03-28T07:02:13.591929","PRD-JULG"
"PRD-OP59-R70227","PRD-OP59-R70227","Dumbbells Set Adjustable","Sports","345","0","2024-03-28T07:21:04.072639","2024-03-28T07:21:04.072639","PRD-OP59"
"PRD-DAN2-R9882","PRD-DAN2-R9882","Fitness Smart Band","Health","24","0","2024-03-28T07:23:56.361159","2024-03-28T07:23:56.361159","PRD-DAN2"
"PRD-CQHA-R780377","PRD-CQHA-R780377","Winter Jacket Waterproof","Clothing","153","0","2024-03-28T08:04:38.457718","2024-03-28T08:04:38.457718","PRD-CQHA"
"PRD-S5KI-R560922","PRD-S5KI-R560922","Badminton Racket","Sports","490","0","2024-03-28T08:07:28.045844","2024-03-28T08:07:28.045844","PRD-S5KI"
"PRD-58M0-R654186","PRD-58M0-R654186","Blender 1000W","Home","630","0","2024-03-28T08:11:02.597011","2024-03-28T08:11:02.597011","PRD-58M0"
"PRD-UE9W-R469253","PRD-UE9W-R469253","Air Fryer 5L","Home","372","0","2024-03-28T08:13:18.111807","2024-03-28T08:13:18.111807","PRD-UE9W"
"PRD-FRXX-R436539","PRD-FRXX-R436539","USB Hub 7-Port","Electronics","840","0","2024-03-28T08:15:47.151943","2024-03-28T08:15:47.151943","PRD-FRXX"
"PRD-DR7N-R723318","PRD-DR7N-R723318","Laptop Backpack Waterproof","Electronics","941","0","2024-03-28T08:40:45.909153","2024-03-28T08:40:45.909153","PRD-DR7N"
"PRD-HRK1-R21234","PRD-HRK1-R21234","Air Fryer 5L","Home","51","0","2024-03-28T08:56:54.118175","2024-03-28T08:56:54.118175","PRD-HRK1"
"PRD-HYK6-R518847","PRD-HYK6-R518847","Wireless Bluetooth Earbuds","Electronics","331","0","2024-03-28T09:07:00.160864","2024-03-28T09:07:00.160864","PRD-HYK6"
"PRD-2GQI-R890460","PRD-2GQI-R890460","Phone Case Shockproof","Electronics","633","0","2024-03-28T09:12:23.309465","2024-03-28T09:12:23.309465","PRD-2GQI"
"PRD-E96H-R920011","PRD-E96H-R920011","Water Bottle Insulated","Sports","838","0","2024-03-28T09:17:45.670161","2024-03-28T09:17:45.670161","PRD-E96H"
"PRD-7ILP-R19036","PRD-7ILP-R19036","Yoga Mat Non-Slip","Health","636","0","2024-03-28T09:20:39.389844","2024-03-28T09:20:39.389844","PRD-7ILP"
"PRD-W0VM-R591529","PRD-W0VM-R591529","Gym Gloves","Sports","971","0","2024-03-28T09:32:04.775296","2024-03-28T09:32:04.775296","PRD-W0VM"
"PRD-NXC7-R689705","PRD-NXC7-R689705","Phone Case Shockproof","Electronics","367","0","2024-03-28T09:41:42.419001","2024-03-28T09:41:42.419001","PRD-NXC7"
"PRD-L84Q-R630948","PRD-L84Q-R630948","Massage Gun Deep Tissue","Health","945","0","2024-03-28T09:48:57.211149","2024-03-28T09:48:57.211149","PRD-L84Q"
"PRD-PZ2V-R118665","PRD-PZ2V-R118665","Vitamin C Tablets","Health","115","0","2024-03-28T09:54:15.803257","2024-03-28T09:54:15.803257","PRD-PZ2V"
"PRD-RTAU-R391598","PRD-RTAU-R391598","Winter Jacket Waterproof","Clothing","716","0","2024-03-28T10:11:18.783083","2024-03-28T10:11:18.783083","PRD-RTAU"
"PRD-AQQK-R135053","PRD-AQQK-R135053","Cotton T-Shirt Pack","Clothing","885","0","2024-03-28T10:18:20.570686","2024-03-28T10:18:20.570686","PRD-AQQK"
"PRD-LJGQ-R616408","PRD-LJGQ-R616408","Fitness Smart Band","Health","957","0","2024-03-28T10:41:11.147764","2024-03-28T10:41:11.147764","PRD-LJGQ"
"PRD-O1SP-R717288","PRD-O1SP-R717288","Sports Bra High Impact","Clothing","2","0","2024-03-28T10:43:48.755681","2024-03-28T10:43:48.755681","PRD-O1SP"
"PRD-CQQ9-R358381","PRD-CQQ9-R358381","Exercise Ball","Sports","560","0","2024-03-28T11:02:47.364683","2024-03-28T11:02:47.364683","PRD-CQQ9"
"PRD-4LRV-R874568","PRD-4LRV-R874568","Hooded Sweatshirt","Clothing","160","0","2024-03-28T11:10:18.674081","2024-03-28T11:10:18.674081","PRD-4LRV"
"PRD-VJSV-R379987","PRD-VJSV-R379987","Tennis Balls Pack","Sports","772","0","2024-03-28T11:14:52.147650","2024-03-28T11:14:52.147650","PRD-VJSV"
"PRD-LSID-R779169","PRD-LSID-R779169","Power Bank 20000mAh","Electronics","105","0","2024-03-28T11:39:15.143962","2024-03-28T11:39:15.143962","PRD-LSID"
"PRD-KL28-R434798","PRD-KL28-R434798","USB-C Fast Charger 65W","Electronics","939","0","2024-03-28T12:02:57.778005","2024-03-28T12:02:57.778005","PRD-KL28"
"PRD-PU2F-R314272","PRD-PU2F-R314272","Phone Case Shockproof","Electronics","599","0","2024-03-28T12:09:38.649694","2024-03-28T12:09:38.649694","PRD-PU2F"
"PRD-E2J6-R201952","PRD-E2J6-R201952","Yoga Mat Non-Slip","Health","39","0","2024-03-28T13:16:33.163984","2024-03-28T13:16:33.163984","PRD-E2J6"
"PRD-P1VK-R774712","PRD-P1VK-R774712","Gym Gloves","Sports","161","0","2024-03-28T13:19:18.823861","2024-03-28T13:19:18.823861","PRD-P1VK"
"PRD-4I5E-R212440","PRD-4I5E-R212440","Casual Sneakers","Clothing","823","0","2024-03-28T13:21:50.885063","2024-03-28T13:21:50.885063","PRD-4I5E"
"PRD-EFHM-R299021","PRD-EFHM-R299021","Swimming Goggles","Sports","688","0","2024-03-28T13:25:18.001972","2024-03-28T13:25:18.001972","PRD-EFHM"
"PRD-88PH-R838850","PRD-88PH-R838850","Storage Box Set","Home","317","0","2024-03-28T13:29:56.753455","2024-03-28T13:29:56.753455","PRD-88PH"
"PRD-Z82C-R450210","PRD-Z82C-R450210","USB Hub 7-Port","Electronics","638","0","2024-03-28T13:39:30.487050","2024-03-28T13:39:30.487050","PRD-Z82C"
"PRD-X2SZ-R159877","PRD-X2SZ-R159877","Digital Blood Pressure Monitor","Health","186","0","2024-03-28T14:21:53.155828","2024-03-28T14:21:53.155828","PRD-X2SZ"
"PRD-LMEN-R29355","PRD-LMEN-R29355","Gaming Mechanical Keyboard RGB","Electronics","670","0","2024-03-28T14:22:32.662426","2024-03-28T14:22:32.662426","PRD-LMEN"
"PRD-A67G-R66500","PRD-A67G-R66500","Cotton T-Shirt Pack","Clothing","444","0","2024-03-28T14:36:38.656242","2024-03-28T14:36:38.656242","PRD-A67G"
"PRD-FE5I-R212839","PRD-FE5I-R212839","Wireless Mouse 2.4GHz","Electronics","775","0","2024-03-28T14:40:28.929109","2024-03-28T14:40:28.929109","PRD-FE5I"
"PRD-Q5G4-R279475","PRD-Q5G4-R279475","Baseball Cap","Clothing","207","0","2024-03-28T15:00:27.047190","2024-03-28T15:00:27.047190","PRD-Q5G4"
"PRD-BVFL-R534709","PRD-BVFL-R534709","Vitamin C Tablets","Health","566","0","2024-03-28T15:20:35.378538","2024-03-28T15:20:35.378538","PRD-BVFL"
"PRD-Z2LV-R311011","PRD-Z2LV-R311011","Yoga Pants Leggings","Clothing","18","0","2024-03-28T15:25:05.297824","2024-03-28T15:25:05.297824","PRD-Z2LV"
"PRD-DIMI-R173086","PRD-DIMI-R173086","USB Hub 7-Port","Electronics","876","0","2024-03-28T15:53:43.103567","2024-03-28T15:53:43.103567","PRD-DIMI"
"PRD-G1TD-R255833","PRD-G1TD-R255833","Desk Lamp LED","Home","415","0","2024-03-28T15:55:08.953570","2024-05-07T20:06:02.250204","PRD-G1TD"
"PRD-LZIC-R156494","PRD-LZIC-R156494","Electric Toothbrush","Home","231","0","2024-03-28T16:31:19.025804","2024-03-28T16:31:19.025804","PRD-LZIC"
"PRD-XB2J-R250156","PRD-XB2J-R250156","Treadmill Folding","Sports","148","0","2024-03-28T16:37:47.836711","2024-03-28T16:37:47.836711","PRD-XB2J"
"PRD-1U68-R70538","PRD-1U68-R70538","4K Webcam Pro","Electronics","714","0","2024-03-28T16:38:09.926083","2024-03-28T16:38:09.926083","PRD-1U68"
"PRD-U9XL-R350249","PRD-U9XL-R350249","Protein Shaker Bottle","Health","59","0","2024-03-28T16:45:03.131913","2024-03-28T16:45:03.131913","PRD-U9XL"
"PRD-TYYH-R895836","PRD-TYYH-R895836","Casual Sneakers","Clothing","731","0","2024-03-28T16:52:57.864819","2024-03-28T16:52:57.864819","PRD-TYYH"
"PRD-U1LZ-R722561","PRD-U1LZ-R722561","Swimming Goggles","Sports","676","0","2024-03-28T17:02:38.091254","2024-03-28T17:02:38.091254","PRD-U1LZ"
"PRD-17CZ-R520321","PRD-17CZ-R520321","Exercise Ball","Sports","299","0","2024-03-28T17:07:54.963238","2024-03-28T17:07:54.963238","PRD-17CZ"
"PRD-MARC-R377173","PRD-MARC-R377173","Jump Rope Speed","Sports","293","0","2024-03-28T17:20:48.172821","2024-03-28T17:20:48.172821","PRD-MARC"
"PRD-Y3XG-R534908","PRD-Y3XG-R534908","Digital Blood Pressure Monitor","Health","634","0","2024-03-28T17:21:06.422557","2024-03-28T17:21:06.422557","PRD-Y3XG"
"PRD-P4CI-R795757","PRD-P4CI-R795757","Digital Blood Pressure Monitor","Health","105","0","2024-03-28T17:26:25.019139","2024-03-28T17:26:25.019139","PRD-P4CI"
"PRD-HSRE-R55430","PRD-HSRE-R55430","Desk Lamp LED","Home","700","0","2024-03-28T17:27:34.304940","2024-03-28T17:27:34.304940","PRD-HSRE"
"PRD-UAB0-R540499","PRD-UAB0-R540499","Vitamin C Tablets","Health","697","0","2024-03-28T17:33:40.453569","2024-03-28T17:33:40.453569","PRD-UAB0"
"PRD-UQ0D-R89009","PRD-UQ0D-R89009","Cotton T-Shirt Pack","Clothing","667","0","2024-03-28T17:41:17.718711","2024-03-28T17:41:17.718711","PRD-UQ0D"
"PRD-EDK1-R308690","PRD-EDK1-R308690","Running Shoes Air Zoom","Clothing","303","0","2024-03-28T17:54:08.981210","2024-03-28T17:54:08.981210","PRD-EDK1"
"PRD-J4PR-R302121","PRD-J4PR-R302121","Wireless Bluetooth Earbuds","Electronics","860","0","2024-03-28T18:01:40.804656","2024-03-28T18:01:40.804656","PRD-J4PR"
"PRD-Y0W9-R970312","PRD-Y0W9-R970312","USB-C Fast Charger 65W","Electronics","224","0","2024-03-28T18:06:22.734260","2024-03-28T18:06:22.734260","PRD-Y0W9"
"PRD-IQTF-R637658","PRD-IQTF-R637658","4K Webcam Pro","Electronics","60","0","2024-03-28T18:13:25.592999","2024-03-28T18:13:25.592999","PRD-IQTF"
"PRD-2WKV-R411078","PRD-2WKV-R411078","Gym Gloves","Sports","241","0","2024-03-28T18:18:48.282139","2024-03-28T18:18:48.282139","PRD-2WKV"
"PRD-XDU3-R611495","PRD-XDU3-R611495","Running Shoes Air Zoom","Clothing","794","0","2024-03-28T18:29:01.826965","2024-03-28T18:29:01.826965","PRD-XDU3"
"PRD-LDTB-R163309","PRD-LDTB-R163309","Wireless Bluetooth Earbuds","Electronics","412","0","2024-03-28T18:36:24.262753","2024-03-28T18:36:24.262753","PRD-LDTB"
"PRD-THBA-R484674","PRD-THBA-R484674","Massage Gun Deep Tissue","Health","806","0","2024-03-28T18:45:50.472544","2024-03-28T18:45:50.472544","PRD-THBA"
"PRD-ADBG-R70812","PRD-ADBG-R70812","LED Strip Lights 5m","Home","879","0","2024-03-28T18:56:03.374312","2024-03-28T18:56:03.374312","PRD-ADBG"
"PRD-XJB6-R274362","PRD-XJB6-R274362","Massage Gun Deep Tissue","Health","668","0","2024-03-28T18:58:17.450913","2024-03-28T18:58:17.450913","PRD-XJB6"
"PRD-65LG-R989423","PRD-65LG-R989423","USB Hub 7-Port","Electronics","629","0","2024-03-28T19:05:58.948660","2024-03-28T19:05:58.948660","PRD-65LG"
"PRD-RR0I-R309135","PRD-RR0I-R309135","Vitamin C Tablets","Health","624","0","2024-03-28T19:16:24.834486","2024-03-28T19:16:24.834486","PRD-RR0I"
"PRD-9BT6-R444290","PRD-9BT6-R444290","Casual Sneakers","Clothing","342","0","2024-03-28T19:22:56.515201","2024-06-25T21:48:59.428343","PRD-9BT6"
"PRD-NME8-R735173","PRD-NME8-R735173","Denim Jeans Slim Fit","Clothing","821","0","2024-03-28T19:29:03.754663","2024-03-28T19:29:03.754663","PRD-NME8"
"PRD-PRP9-R843464","PRD-PRP9-R843464","Gym Gloves","Sports","180","0","2024-03-28T19:51:11.342703","2024-03-28T19:51:11.342703","PRD-PRP9"
"PRD-MAM9-R736583","PRD-MAM9-R736583","Smart Watch Series 8","Electronics","853","0","2024-03-28T20:19:23.334353","2024-03-28T20:19:23.334353","PRD-MAM9"
"PRD-ESD3-R45722","PRD-ESD3-R45722","Portable SSD 1TB","Electronics","176","0","2024-03-28T20:28:53.588874","2024-03-28T20:28:53.588874","PRD-ESD3"
"PRD-VFG0-R57218","PRD-VFG0-R57218","Power Bank 20000mAh","Electronics","232","0","2024-03-28T20:49:39.370269","2024-03-28T20:49:39.370269","PRD-VFG0"
"PRD-QFPU-R814213","PRD-QFPU-R814213","Badminton Racket","Sports","753","0","2024-03-28T20:52:27.457067","2024-03-28T20:52:27.457067","PRD-QFPU"
"PRD-XMMP-R137528","PRD-XMMP-R137528","Electric Toothbrush","Home","647","0","2024-03-28T20:55:11.520736","2024-03-28T20:55:11.520736","PRD-XMMP"
"PRD-TBT3-R856318","PRD-TBT3-R856318","Wireless Bluetooth Earbuds","Electronics","600","0","2024-03-28T21:12:39.990900","2024-03-28T21:12:39.990900","PRD-TBT3"
"PRD-9SJ3-R91780","PRD-9SJ3-R91780","Dumbbells Set Adjustable","Sports","871","0","2024-03-28T21:17:23.496265","2024-03-28T21:17:23.496265","PRD-9SJ3"
"PRD-KWWQ-R786526","PRD-KWWQ-R786526","4K Webcam Pro","Electronics","505","0","2024-03-28T21:42:21.127831","2024-03-28T21:42:21.127831","PRD-KWWQ"
"PRD-ASVB-R887194","PRD-ASVB-R887194","USB Hub 7-Port","Electronics","815","0","2024-03-28T21:51:44.410324","2024-03-28T21:51:44.410324","PRD-ASVB"
"PRD-ISF6-R947034","PRD-ISF6-R947034","Winter Jacket Waterproof","Clothing","237","0","2024-03-28T22:09:43.229285","2024-03-28T22:09:43.229285","PRD-ISF6"
"PRD-5BZE-R561640","PRD-5BZE-R561640","Gaming Mechanical Keyboard RGB","Electronics","166","0","2024-03-28T22:16:09.093329","2024-03-28T22:16:09.093329","PRD-5BZE"
"PRD-QPLB-R178028","PRD-QPLB-R178028","Desk Lamp LED","Home","764","0","2024-03-28T22:25:57.333445","2024-03-28T22:25:57.333445","PRD-QPLB"
"PRD-64JL-R118054","PRD-64JL-R118054","Water Bottle Insulated","Sports","893","0","2024-03-28T22:43:28.137077","2024-03-28T22:43:28.137077","PRD-64JL"
"PRD-6PJV-R684748","PRD-6PJV-R684748","Tennis Balls Pack","Sports","296","0","2024-03-28T22:45:02.367585","2024-03-28T22:45:02.367585","PRD-6PJV"
"PRD-FVHT-R822405","PRD-FVHT-R822405","Coffee Maker Automatic","Home","573","0","2024-03-28T22:50:15.399249","2024-03-28T22:50:15.399249","PRD-FVHT"
"PRD-G4B9-R907445","PRD-G4B9-R907445","Protein Shaker Bottle","Health","186","0","2024-03-28T22:50:17.953409","2024-03-28T22:50:17.953409","PRD-G4B9"
"PRD-FJ67-R987327","PRD-FJ67-R987327","Yoga Pants Leggings","Clothing","453","0","2024-03-28T23:02:23.291451","2024-03-28T23:02:23.291451","PRD-FJ67"
"PRD-F775-R302067","PRD-F775-R302067","Electric Toothbrush","Home","903","0","2024-03-28T23:14:52.864410","2024-03-28T23:14:52.864410","PRD-F775"
"PRD-8L9H-R163790","PRD-8L9H-R163790","Casual Sneakers","Clothing","165","0","2024-03-28T23:31:11.178633","2024-03-28T23:31:11.178633","PRD-8L9H"
"PRD-1SSF-R937828","PRD-1SSF-R937828","Dumbbells Set Adjustable","Sports","460","0","2024-03-29T00:05:38.851932","2024-03-29T00:05:38.851932","PRD-1SSF"
"PRD-6PD1-R214730","PRD-6PD1-R214730","Fitness Smart Band","Health","675","0","2024-03-29T00:07:03.121377","2024-03-29T00:07:03.121377","PRD-6PD1"
"PRD-LGYT-R64765","PRD-LGYT-R64765","Screen Protector Tempered Glass","Electronics","428","0","2024-03-29T00:08:04.103043","2024-03-29T00:08:04.103043","PRD-LGYT"
"PRD-QR4R-R696459","PRD-QR4R-R696459","Treadmill Folding","Sports","816","0","2024-03-29T00:11:58.484812","2024-03-29T00:11:58.484812","PRD-QR4R"
"PRD-ICXK-R733073","PRD-ICXK-R733073","Foam Roller","Health","810","0","2024-03-29T00:22:50.870299","2024-03-29T00:22:50.870299","PRD-ICXK"
"PRD-JNBF-R858238","PRD-JNBF-R858238","Winter Jacket Waterproof","Clothing","8","0","2024-03-29T00:23:12.354388","2024-03-29T00:23:12.354388","PRD-JNBF"
"PRD-2ES8-R166513","PRD-2ES8-R166513","Casual Sneakers","Clothing","759","0","2024-03-29T00:30:15.307184","2024-03-29T00:30:15.307184","PRD-2ES8"
"PRD-EX9W-R229692","PRD-EX9W-R229692","4K Webcam Pro","Electronics","983","0","2024-03-29T00:35:24.235036","2024-03-29T00:35:24.235036","PRD-EX9W"
